Entidade;Campo;Tipo;Caminho Completo;Profundidade;Removido pelo filtro padrão
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido;ItemPedido;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido.ItemPedido];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido;NumeroDoSeloGerado;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido.NumeroDoSeloGerado];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido.ID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido.ValidationResult];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;Tomador;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;PessoaID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.PessoaID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;Data;DateTime;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.Data];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;TipoDeParticipacaoID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.TipoDeParticipacaoID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;QualificacaoID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.QualificacaoID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;Nome;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.Nome];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;TipoDeDocumento;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.TipoDeDocumento];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;NumeroDoDocumento;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.NumeroDoDocumento];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;NumeroDoDocumentoSanitizado;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.NumeroDoDocumentoSanitizado];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;NumeroDoDocumentoConvertido;Int64;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.NumeroDoDocumentoConvertido];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;Emails;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.Emails];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;Telefones;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.Telefones];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;Profissao;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.Profissao];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;Nacionalidade;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.Nacionalidade];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;NomeDoPai;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.NomeDoPai];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;NomeDaMae;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.NomeDaMae];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;EstadoCivil;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.EstadoCivil];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;TipoDoSegundoDocumento;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.TipoDoSegundoDocumento];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;NumeroDoSegundoDocumento;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.NumeroDoSegundoDocumento];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;Ativo;Boolean;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.Ativo];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;Pessoa;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.Pessoa];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;TipoDeParticipacao;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.TipoDeParticipacao];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;Qualificacao;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.Qualificacao];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;IncluirCadastroNoSAC;Boolean;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.IncluirCadastroNoSAC];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.ID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.ValidationResult];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;NomeSocial;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.NomeSocial];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador;TipoDoParticipanteSelo;Int32;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Tomador.TipoDoParticipanteSelo];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.ID];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.ValidationResult];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.ValidationResult.IsOK];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.ValidationResult.MessageSuccess];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;PossuiBoletoVigente;Boolean;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.PossuiBoletoVigente];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido;NumeroDoSeloGerado;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.NumeroDoSeloGerado];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ID];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ValidationResult];5;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ValidationResult.IsOK];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ValidationResult.Erros;Length;Int32;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ValidationResult.Erros.Length];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ValidationResult.MessageSuccess];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido;Tomador;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador];4;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;PessoaID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.PessoaID];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;Data;DateTime;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Data];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;TipoDeParticipacaoID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.TipoDeParticipacaoID];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;QualificacaoID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.QualificacaoID];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;Nome;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Nome];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;TipoDeDocumento;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.TipoDeDocumento];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;NumeroDoDocumento;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.NumeroDoDocumento];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;NumeroDoDocumentoSanitizado;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.NumeroDoDocumentoSanitizado];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;NumeroDoDocumentoConvertido;Int64;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.NumeroDoDocumentoConvertido];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;Emails;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Emails];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;Telefones;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Telefones];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;Profissao;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Profissao];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;Nacionalidade;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Nacionalidade];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;NomeDoPai;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.NomeDoPai];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;NomeDaMae;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.NomeDaMae];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;EstadoCivil;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.EstadoCivil];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;TipoDoSegundoDocumento;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.TipoDoSegundoDocumento];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;NumeroDoSegundoDocumento;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.NumeroDoSegundoDocumento];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;Ativo;Boolean;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Ativo];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;ParticipanteID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.ParticipanteID];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;Cep;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.Cep];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;CepSanitizado;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.CepSanitizado];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;CepConvertido;Int32;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.CepConvertido];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;Endereco;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.Endereco];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;NumeroDoEndereco;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.NumeroDoEndereco];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;Complemento;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.Complemento];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;Bairro;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.Bairro];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;Cidade;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.Cidade];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;Estado;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.Estado];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;Ordem;Int32;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.Ordem];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;CobrarIntimacao;Boolean;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.CobrarIntimacao];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;CidadeParaHigienizacao;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.CidadeParaHigienizacao];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;EnderecoOriginal;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.EnderecoOriginal];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.ID];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.ValidationResult];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.ValidationResult.IsOK];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Enderecos.ValidationResult.MessageSuccess];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;Pessoa;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa;Nome;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Nome];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa;TipoDeDocumento;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.TipoDeDocumento];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa;NumeroDoDocumento;Int64;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.NumeroDoDocumento];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa;Data;DateTime;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Data];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa;SuspenderPesquisa;Boolean;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.SuspenderPesquisa];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa;Emails;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Emails];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa;Telefones;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Telefones];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos;PessoaID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos.PessoaID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos;Data;DateTime;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos.Data];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos;Cep;Int32;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos.Cep];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos;Endereco;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos.Endereco];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos;NumeroDoEndereco;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos.NumeroDoEndereco];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos;Complemento;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos.Complemento];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos;Bairro;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos.Bairro];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos;Cidade;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos.Cidade];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos;Estado;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos.Estado];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos.ID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.Enderecos.ValidationResult];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.ID];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.ValidationResult];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.ValidationResult.IsOK];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.Pessoa.ValidationResult.MessageSuccess];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador;TipoDeParticipacao;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.TipoDeParticipacao];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.TipoDeParticipacao;Nome;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.TipoDeParticipacao.Nome];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.TipoDeParticipacao;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.TipoDeParticipacao.ID];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.TipoDeParticipacao;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.Tomador.TipoDeParticipacao.ValidationResult];6;Sim
